순번,"매입형
/건축형",지역본부,관리부서,명,주소,호수,"전용
면적(㎡)","주거공용
면적(㎡)",면적계(㎡),공급형,성별전용, 임대보증금(원) , 월임대료(원) ,주택열람일정,관리비
125,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,704,18.26,0,18.26,단독(1인),남여공용,"2,000,000","392,330",열람불가(계약전 주택개방),
126,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,705,17.94,0,17.94,단독(1인),남여공용,"2,000,000","389,830",열람불가(계약전 주택개방),
127,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,706,20.08,0,20.08,단독(1인),남여공용,"2,000,000","418,130",열람불가(계약전 주택개방),
128,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,707,18.45,0,18.45,단독(1인),남여공용,"2,000,000","392,540",열람불가(계약전 주택개방),
129,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,708,23.37,0,23.37,단독(1인),남여공용,"2,000,000","482,340",열람불가(계약전 주택개방),
130,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,801,18.4,0,18.4,단독(1인),남여공용,"2,000,000","396,820",열람불가(계약전 주택개방),
131,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,802,17.64,0,17.64,단독(1인),남여공용,"2,000,000","378,660",열람불가(계약전 주택개방),
132,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,803,18.26,0,18.26,단독(1인),남여공용,"2,000,000","392,330",열람불가(계약전 주택개방),
133,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,804,18.26,0,18.26,단독(1인),남여공용,"2,000,000","392,330",열람불가(계약전 주택개방),
134,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,805,17.94,0,17.94,단독(1인),남여공용,"2,000,000","389,830",열람불가(계약전 주택개방),
135,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,806,20.08,0,20.08,단독(1인),남여공용,"2,000,000","418,130",열람불가(계약전 주택개방),
136,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,807,18.45,0,18.45,단독(1인),남여공용,"2,000,000","392,540",열람불가(계약전 주택개방),
137,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,808,23.37,0,23.37,단독(1인),남여공용,"2,000,000","482,340",열람불가(계약전 주택개방),
138,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,901,18.4,0,18.4,단독(1인),남여공용,"2,000,000","396,820",열람불가(계약전 주택개방),
139,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,902,17.64,0,17.64,단독(1인),남여공용,"2,000,000","378,660",열람불가(계약전 주택개방),
140,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,903,18.26,0,18.26,단독(1인),남여공용,"2,000,000","392,330",열람불가(계약전 주택개방),
141,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,904,18.26,0,18.26,단독(1인),남여공용,"2,000,000","392,330",열람불가(계약전 주택개방),
142,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,905,17.94,0,17.94,단독(1인),남여공용,"2,000,000","389,830",열람불가(계약전 주택개방),
143,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,906,20.08,0,20.08,단독(1인),남여공용,"2,000,000","418,130",열람불가(계약전 주택개방),
144,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,907,18.45,0,18.45,단독(1인),남여공용,"2,000,000","392,540",열람불가(계약전 주택개방),
145,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,908,23.37,0,23.37,단독(1인),남여공용,"2,000,000","482,340",열람불가(계약전 주택개방),
146,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1001,18.4,0,18.4,단독(1인),남여공용,"2,000,000","396,820",열람불가(계약전 주택개방),
147,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1002,17.64,0,17.64,단독(1인),남여공용,"2,000,000","378,660",열람불가(계약전 주택개방),
148,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1003,18.26,0,18.26,단독(1인),남여공용,"2,000,000","392,330",열람불가(계약전 주택개방),
149,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1004,18.26,0,18.26,단독(1인),남여공용,"2,000,000","392,330",열람불가(계약전 주택개방),
150,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1005,17.94,0,17.94,단독(1인),남여공용,"2,000,000","389,830",열람불가(계약전 주택개방),
151,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1006,20.08,0,20.08,단독(1인),남여공용,"2,000,000","418,130",열람불가(계약전 주택개방),
152,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1007,18.45,0,18.45,단독(1인),남여공용,"2,000,000","392,540",열람불가(계약전 주택개방),
153,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1008,23.37,0,23.37,단독(1인),남여공용,"2,000,000","482,340",열람불가(계약전 주택개방),
154,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1101,15.91,0,15.91,단독(1인),남여공용,"2,000,000","466,640",열람불가(계약전 주택개방),
155,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1102,15.14,0,15.14,단독(1인),남여공용,"2,000,000","445,140",열람불가(계약전 주택개방),
156,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1103,15.75,0,15.75,단독(1인),남여공용,"2,000,000","461,300",열람불가(계약전 주택개방),
157,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1104,15.75,0,15.75,단독(1인),남여공용,"2,000,000","461,300",열람불가(계약전 주택개방),
158,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1105,15.75,0,15.75,단독(1인),남여공용,"2,000,000","461,300",열람불가(계약전 주택개방),
159,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1106,17.71,0,17.71,단독(1인),남여공용,"2,000,000","494,410",열람불가(계약전 주택개방),
160,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1107,15.95,0,15.95,단독(1인),남여공용,"2,000,000","464,090",열람불가(계약전 주택개방),
161,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1108,22.09,0,22.09,단독(1인),남여공용,"2,000,000","568,880",열람불가(계약전 주택개방),
162,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1201,15.91,0,15.91,단독(1인),남여공용,"2,000,000","466,640",열람불가(계약전 주택개방),
163,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1202,15.14,0,15.14,단독(1인),남여공용,"2,000,000","445,140",열람불가(계약전 주택개방),
164,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1203,15.75,0,15.75,단독(1인),남여공용,"2,000,000","461,300",열람불가(계약전 주택개방),
165,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1204,15.75,0,15.75,단독(1인),남여공용,"2,000,000","461,300",열람불가(계약전 주택개방),
166,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1205,15.75,0,15.75,단독(1인),남여공용,"2,000,000","461,300",열람불가(계약전 주택개방),
167,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1206,17.71,0,17.71,단독(1인),남여공용,"2,000,000","494,410",열람불가(계약전 주택개방),
168,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1207,15.95,0,15.95,단독(1인),남여공용,"2,000,000","464,090",열람불가(계약전 주택개방),
169,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1208,22.09,0,22.09,단독(1인),남여공용,"2,000,000","568,880",열람불가(계약전 주택개방),
170,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1301,15.91,0,15.91,단독(1인),남여공용,"2,000,000","492,470",열람불가(계약전 주택개방),
171,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울동대문구),서울특별시 동대문구 이문로 17(회기동) ,1302,15.75,0,15.75,단독(1인),남여공용,"2,000,000","487,130",열람불가(계약전 주택개방),
